6992704	17076233	2
19584877	21870537	1
736738	945607	0
1421558	9088422	1
7682648	22246374	3
948486	8778962	1
202151	853457	0
11050195	13307307	2
19979783	20913493	2
162827	640608	0
4938100	9415194	1
1893375	2338000	3
17475530	19295736	2
21234511	23147990	2
207271	741289	0
8680491	19362432	3
4623013	12614305	1
1116	21454371	3
7518607	13099033	3
124387	383564	0
14519972	19021974	3
73358	142273	0
17999564	19752872	3
211051	330920	0
7321948	15861730	3
6218940	13994372	3
367770	18269744	0
647710	15799935	3
154175	154179	1
2532321	21870537	1
13218990	20782631	2
340064	536114	0
8778962	16351775	1
66329	302693	3
4407823	19950034	2
9564133	18648407	2
28135	935809	0
9563	888827	0
4471001	13902981	0
3768628	6244937	1
3768629	13028546	1
19718986	20162871	2
17420328	22262998	1
14785308	17808515	1
10115624	19392396	2
564191	7088303	3
7464995	20955455	1
12483251	12646326	1
1977849	5961180	2
3539774	21172448	2
3024986	5414088	3
250595	7760801	1
8069594	19060603	0
13994374	15891009	3
608747	820872	0
7317602	20603864	0
333433	21442625	3
2716763	11028858	3
6640312	9906601	2
187827	912096	0
7380001	10628604	2
417300	694747	0
741288	789018	0
347683	348690	0
649639	2009328	3
2711645	12614305	1
3608108	17420328	1
6719719	14674819	2
7346958	18471152	0
14675462	15629443	2
21092340	21649269	3
18269745	18623182	1
245665	448077	2
9244276	14540350	3
13741605	20508694	3
28134	661979	0
431295	668660	0
4471001	8612647	1
12390626	22617428	2
8701067	23186911	3
2026968	9236363	2
6244937	19142736	1
479674	808408	1
13476	174087	0
130541	22689223	2
718537	936424	0
831649	16351776	1
9568958	23465746	1
8612647	10287987	1
8071084	14530060	2
5927306	13824827	2
59199	281391	0
169201	16344667	2
764085	765103	0
9088423	21870536	1
3635291	11279071	0
2198730	4830851	2
7315828	15940692	3
9040848	19556732	3
12730349	20073617	2
2231284	2234608	2
2532321	19142737	1
2439668	17477957	2
567313	832329	0
864211	917831	3
5705521	9209383	2
12678589	13028546	1
13351384	19434890	3
4960419	4960420	1
9088423	12614305	1
13534692	20144933	3
16466520	18731109	1
3768629	11548510	1
413237	709767	0
12759854	14876163	3
714206	741289	0
8072011	16000981	2
761561	2543750	3
8778962	18269744	1
3088336	7843322	1
12973146	16292791	3
7760801	16351775	1
224200	783855	0
4889271	8766831	2
4223265	19934218	1
489465	843063	0
17984312	22135200	3
11840745	18760096	2
3197089	9109613	3
1458628	8778962	1
7209394	10846738	3
310580	420619	0
4223265	14785308	1
8434526	21907871	3
50634	67714	0
28135	673502	0
7132185	13902981	1
44949	811157	0
7564559	7564560	1
14317425	21247844	3
317251	635411	2
672082	9668598	2
414463	949327	3
831650	4471000	1
11324607	22441244	3
12172484	14317426	1
10287987	18269744	1
3422759	21177597	1
4164833	11319480	2
3490477	14787143	3
431295	672106	0
12172485	12678588	1
367770	6244937	1
128025	383564	0
10785896	19026786	3
490648	502010	0
250596	16466519	1
126187	1008329	2
8250730	14058237	2
6805931	13940142	3
6032985	16966539	2
1982368	2233543	1
15988143	18284811	2
4644122	14711051	3
2711645	4623012	1
20064507	23532405	3
250596	16224017	1
398797	791987	2
8793825	13028547	1
154176	216274	1
11827548	19301681	2
11056082	21471076	2
4114808	12214889	2
15940692	19687459	3
831650	18731109	1
3436001	18042303	2
12067823	13122191	3
831650	11319479	1
128025	541800	0
33845	10912333	2
7271200	8385051	3
14317425	16466520	1
146579	604392	0
128736	174087	0
9061343	10062086	2
465616	691789	0
2461169	6244936	1
241851	298517	0
314561	469061	0
120730	608747	0
13514558	18845281	3
7760801	8612647	1
6814854	22993368	1
7891900	22306604	2
1920567	23677137	2
162827	235425	0
9218164	13139267	2
755715	909317	2
202241	936423	0
207270	298516	0
14729256	21386162	2
13324051	13463807	3
1789990	14479581	3
804637	21161120	3
38361	235245	0
6527977	16466520	3
8624822	10118207	2
8667872	18395048	1
2906491	17615292	3
764085	14878593	3
9892428	12034343	3
4212065	23592966	3
19631892	22985809	2
16388708	18269744	1
4396975	9837418	3
2533570	4764618	0
3459078	6102140	3
10095870	14075761	3
10113882	11664487	3
831649	1421558	1
311165	681078	0
37168	367518	0
130757	20517803	3
7271784	10118200	2
11731587	21754657	3
183328	383473	0
1313409	10329098	1
443880	488975	0
14787144	14787145	1
1896089	20082006	1
6991541	9628181	3
9150482	19416287	2
111977	646739	0
15972030	23243320	1
177742	379079	0
12962394	13088707	2
78966	662799	0
227072	513246	0
3236017	12693284	3
501808	10366467	2
4471000	17456566	1
13395222	18773058	1
11540200	18733556	3
13600232	21348413	3
2461169	10287986	1
16851956	20192098	2
397240	19691919	2
108845	620855	0
224086	718536	0
2532321	16466520	1
2461169	12678588	1
161844	184741	0
6403884	13312539	3
346058	16583451	2
5561642	16668856	2
1951198	2972999	3
9705209	12660385	3
3726610	10682592	2
6436738	7712421	2
10817170	22467291	3
16385631	20880642	3
367771	16388707	1
6973743	12498693	2
7794666	14957786	2
6249581	15195777	2
366700	1990444	1
5933080	10174077	3
4471001	14317425	1
10174077	10654982	2
8029335	14794404	3
672106	6359501	2
646739	936423	0
5062591	8614463	3
845651	21907869	2
4031802	21420091	0
7757210	10959933	2
19691919	23630686	2
948487	12172484	1
7895612	16810590	3
497855	910688	0
8317735	18712047	1
11477906	22207779	2
13783898	16224018	1
2168322	19579830	3
11322572	23066956	3
6753786	9516458	2
43996	256246	3
174086	245664	0
9792904	15894276	1
1458628	12172485	1
5998352	6464850	3
14702119	20082006	1
793635	916271	0
7132185	16351776	1
2955074	12328424	2
4194481	4715655	0
16388708	16466519	1
3058377	9905889	2
534739	11779246	3
13574318	22985809	3
1966262	18623183	1
4066665	13806213	2
6168445	12606395	1
245665	847423	0
3024979	17136338	3
2831663	16850376	3
241850	682345	0
2402124	15471808	3
228865	438086	0
1688918	2511604	2
314561	739814	0
695789	755766	0
217484	506382	0
1421558	4623012	1
5271061	18675577	2
2575374	6527977	1
238319	403115	0
17722894	18046659	2
9348293	18433984	3
13713980	15645004	3
80830	1669327	3
1421557	19912847	0
10349788	22431492	3
2539369	3831173	2
1677217	18489831	2
227072	345908	0
128026	311166	0
18623183	23099329	2
367771	6244936	1
10287987	11548510	1
9477773	11025050	2
2575374	3024987	2
80861	694024	0
63416	681078	0
7067836	19621772	2
250595	22993368	1
14702119	23058336	1
2461168	6061403	1
9543284	20815136	3
2031752	6244936	3
4684601	10797051	2
7865811	9482302	2
14312150	19002156	2
1605515	4013457	3
12614305	22135199	2
14640752	21373262	2
12172484	14183084	1
18623182	18623183	1
563744	891390	0
403115	881838	0
10793696	19934218	1
19182834	20325581	2
338138	952021	0
128735	911773	0
187828	379080	0
12561424	12626919	3
12473411	23494305	1
278439	474316	0
147918	183041	1
380318	9693856	2
346058	908793	0
216779	492976	0
291040	339508	0
124388	193560	0
1949890	12955229	3
2711645	6244936	1
5903539	6644160	2
15607448	23031483	2
12724823	16687411	3
353067	682345	0
108845	594052	0
7993946	20684330	3
636262	813913	0
207270	489465	0
1141875	23004741	2
11507331	19080794	2
14033995	14717089	3
1558897	2817609	3
19538929	21649269	2
2026968	19550140	3
12934	682345	0
314560	863587	0
1838869	14787145	3
4385640	21177597	1
6391023	16900371	3
367771	12172484	1
789019	928484	0
47756	800221	0
11560551	17585720	2
131811	8809710	3
2511579	9891128	3
44949	93208	0
15041	41643	0
4424457	17573230	2
3978711	18688737	3
293167	922716	3
137780	11922877	2
12744961	17704409	2
18623183	22246374	1
10445018	19674840	1
1458628	12678589	1
7132186	12614306	0
6244937	15571541	1
17119759	17119760	1
12614306	18731110	0
10509569	21540551	2
204078	649639	0
98022	166887	0
17083703	23651203	2
12935	13476	0
3501324	15357265	3
91509	150671	0
733283	3067994	3
11776522	15299682	1
21285620	22642186	3
250596	14317425	1
413237	8052478	3
12606395	21827619	0
6008880	23672408	3
1787391	20753922	2
3160224	17857163	2
4623013	18731109	1
2538511	9592646	1
16865047	18098898	3
120778	947101	0
13061398	20554085	2
159793	1231430	3
12539808	23029916	2
156840	211192	3
53722	843064	0
10695599	20611739	3
13569337	20418573	1
292999	651715	0
3236017	11958349	3
413237	737699	0
22095676	22717356	3
3291802	10880875	3
120433	524849	0
193052	689531	0
119263	942693	0
151814	201459	0
14624031	21930706	2
3958807	7926874	3
255765	13336051	3
235425	913382	0
12117054	14819979	3
16116214	16549995	3
16388707	17456566	1
6228272	11023589	2
124388	193053	0
6884158	18446897	3
5795551	7898667	2
12226563	17074899	3
2499054	18370075	2
16351775	18731110	1
4518933	8612648	1
317503	491382	1
19436818	21823682	3
281236	892626	0
3791822	7872661	2
662293	689699	0
77140	4324384	2
8612648	19584877	1
4407823	12544033	2
211685	513246	0
2199698	9257488	3
2687277	4787102	3
128736	361551	0
14785308	19934218	1
6419344	15595627	2
10407191	20006636	3
2461168	2461169	1
8612647	21752108	2
3286240	16076390	1
2194953	2927688	3
15571541	15571542	1
175911	316305	2
5645175	16063556	3
4721547	13826024	2
7039646	12312914	3
250595	6244937	1
16351775	16466520	1
831650	6814854	1
19462844	21433001	0
7839474	16466520	2
569269	621591	0
16224018	18269744	1
183041	205710	1
257201	952242	0
7246103	10496861	3
53461	1467409	3
5953607	18563163	3
13020691	22438051	2
428050	473026	0
1082932	15641383	3
5667973	10113882	2
668660	11838691	2
292889	847422	0
7019245	14397289	3
6191498	9275622	2
800724	2949026	3
187827	193559	0
7132185	16224018	1
4977583	14566926	3
4232438	20012017	3
741288	23355904	2
11531232	16774111	1
13292288	19565149	3
12935678	17787591	2
4518934	9693856	1
14629480	22768445	3
2629002	23309031	3
1421558	15520770	2
92425	92772	0
5883596	7460369	3
18623183	22246374	1
3672328	8708602	2
606859	841724	0
21103177	21103178	1
27349	61488	3
11664406	13873860	3
801887	847423	0
334117	812839	0
5842117	21754658	3
9477468	19687458	3
333433	467550	0
333433	812803	0
10287987	13902980	1
1966263	7760801	0
12967783	21028032	2
8232786	10101208	2
2373293	15599613	3
12232011	20544327	1
370982	10089329	3
9415194	18471152	1
487412	652689	0
151814	278863	3
258490	470160	0
217750	820622	0
53655	361550	0
8546232	10369570	3
14533184	18506484	2
7066835	23439557	2
357575	682345	0
474316	913383	0
2711644	22993368	1
18269744	19912848	1
665978	934048	0
1966262	16351776	1
3287812	15102903	3
1421557	1421558	1
28334	3814208	0
6814855	11319479	1
9225969	23677146	2
3883870	6541774	3
314560	776779	0
469341	936424	0
285886	23677196	2
210587	223631	0
5062311	5148918	2
9564133	9880330	3
983036	15760850	3
49244	266621	3
4623013	6814854	1
3768629	8793826	0
14409851	17965575	3
831649	6244937	1
1715841	1881410	2
7872667	20019847	3
1357662	16865047	2
9983757	23031483	2
2276990	13122193	3
52962	471645	0
1824914	4047586	3
4223265	7317602	1
6168445	18471152	1
164017	323511	3
8793825	16351776	1
7143591	19109981	3
1687013	15149715	2
63863	411595	0
1224372	1243707	2
11560551	22704165	3
10287987	16466519	1
4130551	17499276	3
2247987	4977583	3
11548511	13028546	1
3377427	15416857	2
7816467	10601019	2
20536507	22717356	2
8980221	23353199	3
7386971	11237136	0
536614	896284	0
12678589	19142736	1
1630148	2059352	3
128735	235425	0
6147227	13396233	3
160739	21386671	3
4938100	22810500	1
1120659	2917117	3
87685	620855	0
136068	311166	0
250596	19584877	1
10732	403116	0
5600261	6096495	2
2252572	12214889	2
3634782	7760800	3
202241	913382	0
2056082	20023016	2
9477765	21548455	1
1458629	13028546	1
15351863	15894276	1
2890392	20054230	3
10846739	11560551	3
340064	1913136	3
1164991	1574418	2
3286240	10793696	1
892627	935195	0
5746450	21461878	2
11939185	13376846	2
7132186	12172484	1
10702691	12812159	3
444913	14787143	2
13028546	14317426	1
310580	523070	0
86878	115582	1
6061403	18731109	1
8778962	13783898	1
6814854	7132186	1
8024375	16385631	0
1458629	11548510	1
1274215	6037296	3
8988243	18465677	2
6189137	19792675	3
10826994	16673099	3
152577	846496	0
30237	21488868	2
948486	2711645	1
227072	361551	0
4471001	13902980	1
6959224	12206255	3
361550	910688	0
202241	396827	0
346193	385827	0
361551	741289	0
14563781	18609247	2
137600	587124	0
442381	922376	0
1458628	18731110	1
4518934	19912847	1
3461227	18704516	3
5252413	18643979	2
28135	155209	2
665895	948002	0
11548511	19584877	1
932224	20492749	2
19549489	20019847	1
147993	821503	0
3573409	17891162	3
45091	468947	0
9856200	22135199	2
4475916	5856886	3
938692	21884747	3
2232617	18142979	3
709584	756962	3
1312833	2933684	2
1152892	2139411	3
15376881	20019830	2
13255487	20623709	3
286788	910478	0
7317602	19934218	1
7843322	17806538	1
6556152	12819863	2
11683526	12660385	3
7232330	16454974	2
13395222	15351863	1
13028547	13902980	1
1364791	23634465	2
3633154	22752444	3
92552	3746824	3
47756	10760907	2
17275141	17415423	3
10715601	22082121	2
18269744	21679395	2
6031248	16166059	2
16466520	18269744	1
2593325	13450574	2
718537	891390	0
8612647	16466520	1
18880062	22728536	2
2585194	2617590	2
116119	912097	0
11213172	11291099	2
22670950	23595064	2
16706229	19582152	1
190292	303078	0
4960419	5760649	2
323511	352847	3
184741	810724	0
126187	672106	0
22456976	23677115	3
1214975	12660385	3
607094	17815062	1
2021278	2357408	1
411631	11548510	1
7067836	11592707	2
9264694	15508687	2
361551	454857	0
652690	935195	0
10131427	14598566	1
21204167	21413102	2
111978	670345	0
2996859	4193496	3
1424647	6031248	1
6814855	13902980	1
6226250	8320377	3
649595	21488868	3
11346792	16946193	2
14163937	20692840	2
200446	260126	0
6244937	14317425	1
6319882	7320431	3
831649	16466520	1
411630	21870537	1
1966262	21870537	1
598994	4796577	2
16351776	19142736	1
10513108	12849793	2
6465773	17845893	2
2511579	5751313	2
8143340	9099457	2
59199	821502	0
256815	1431102	2
373792	411595	0
10713685	16954340	2
6756635	14785308	1
5956360	12760982	2
10318446	14783945	2
1630148	8395479	2
7911686	15768167	1
3542936	8023601	3
4223265	9792904	1
801395	15178715	2
7760801	23594635	2
79841	317452	2
1966263	21870536	1
6527977	16098010	1
286789	936424	0
1458629	13902980	1
4471001	18269744	1
801168	939304	0
2199598	3551701	2
11088622	12626917	3
228865	553082	0
235245	935017	0
7434461	14800064	2
8248731	21803552	2
3330944	11088622	3
9088423	19912847	1
18972693	19687454	3
567313	638963	0
11319479	12678589	1
5820303	13603745	2
8969949	13617295	2
62362	21161448	3
45590	646739	0
746544	934048	0
5528955	10496861	3
948487	5138483	2
38361	137600	0
10840000	16775605	3
6031248	17671343	3
9693857	21870536	1
82859	849718	1
1966262	2088568	3
171256	327933	0
1708100	8611951	3
88047	17551461	3
369572	10392922	3
414463	649639	3
13395222	22810500	1
79355	665978	0
5252413	7717128	2
5180413	12511033	3
9891128	15416858	3
11865906	15972030	2
18616606	22304989	2
3514286	9796161	2
4420769	11572565	3
1850561	19565139	3
254723	437637	0
839385	850680	0
10287986	16224018	1
3529616	21644142	2
44823	860848	0
7346958	17808515	1
366700	1136066	1
9568958	23161545	1
695351	863588	0
520755	814913	2
10731	853456	0
2367362	4976732	3
13565787	15051083	2
110286	172116	0
501547	627810	0
16464790	20544327	2
14783950	16448632	2
709584	11792098	3
65493	748154	0
10177034	10760907	3
7976872	10369570	1
1162904	7082101	1
646739	932291	0
18471152	22262998	1
19351863	20836380	2
6190160	19141603	2
13290531	13915960	3
44823	775729	0
6753786	19050843	2
4938100	10793696	1
17435276	23390255	2
1458628	4518933	0
16892512	22728535	3
2141749	7346958	1
130757	288978	0
847423	910479	0
411631	4518933	1
9096318	12908415	2
161844	765103	3
978946	22066329	2
1831677	20148775	2
14183084	16388707	1
1458628	18731110	1
16224017	16466520	1
12172484	13902981	1
3447266	23531658	2
2145308	6037299	2
20717531	23158910	2
3597316	14502142	1
9568958	13949581	3
1490117	18457132	1
8070379	12306298	3
8489742	20372195	1
359835	775734	0
552319	18424153	2
302513	653541	0
6066145	19715255	3
128735	157745	0
6169	451276	0
7682331	20749219	2
228925	804637	0
5299276	8570520	3
6061402	8612648	1
6061403	10287986	1
10131427	20082006	1
5985718	6890417	3
6061402	7132185	0
59200	162828	0
4518934	12614305	1
4886971	20514481	3
244232	801886	0
18238468	23188868	3
983431	20850439	3
290075	661901	3
6824301	16699355	2
20002564	21264253	2
7761	3814208	0
8258909	14137256	2
367770	16351776	1
673501	881838	0
3386501	11322590	1
8459967	12234839	0
10912335	18042303	3
168504	337052	3
13028546	16466520	1
1966262	18623183	1
1925283	15784075	3
411630	13028547	1
52265	223972	0
2168608	22366637	1
16351775	16388708	1
10095821	14770723	3
680174	727183	0
1966262	2461169	1
7384218	7505934	3
367770	831650	1
4518933	12678589	1
20708362	22911141	2
92552	10819149	3
2532322	4623012	1
1467286	4518587	3
10520135	19695763	3
2481505	19483244	3
16540473	22271237	1
298973	482796	0
7760800	12678589	1
3768628	4020497	3
157778	250688	0
175699	175701	1
16351776	19584877	1
5701319	22421984	0
128026	177743	0
9756366	14157859	2
19403758	22403259	2
948487	18731109	1
6061402	14317426	1
1914865	23161545	3
2490462	22752444	3
7194282	7283902	2
413480	484120	0
11922877	19922657	2
18489832	22197335	3
21322698	22728534	2
1421558	6061403	0
18976770	21016411	2
1436397	17275229	2
16466520	21488868	1
8708602	13741605	2
18070589	20870396	3
9088422	18731110	1
12934	821502	0
136068	292890	0
778	75696	0
4471000	15376869	3
174087	241851	0
2402	473026	0
11145818	14263421	2
1421557	19912848	1
4223265	17420328	1
2711645	11548510	1
2711644	8778962	1
14899566	21457925	3
5138455	16704464	2
305472	694024	0
1760350	1760354	1
831650	18731109	1
7132186	12614305	1
536614	20953665	2
21566235	23031483	2
19042037	19710610	3
948487	4471000	1
10851	751335	0
20587078	21823682	2
13490964	14667831	2
3634782	17119759	3
308643	680174	0
6814854	8778962	1
21270256	21958776	3
3054600	19442138	3
512227	858382	0
13292215	17273098	3
491838	22126763	1
1624010	4672830	2
12935678	19274388	3
12800568	18036460	2
3608108	9415194	1
6186815	17155508	2
150036	555528	0
6061403	22246374	1
182553	729334	0
128026	913383	0
2532321	21823682	2
317855	8135072	3
12678588	17456566	1
6171405	22950125	3
433062	5260867	3
308643	587124	0
245665	775735	0
4643706	7132185	3
2453538	3157576	2
541801	812840	0
235245	238176	0
1319882	1431102	2
2062668	5425523	2
9325670	20011285	3
15675187	18631594	1
6150059	21519782	2
282431	460892	0
811157	5198622	3
250596	15571541	1
238320	484120	2
15255558	15255559	1
4960419	19409751	3
9104988	21820265	2
250595	12614306	1
19299263	22135201	2
606859	20492176	2
411630	16388708	1
11958349	17987049	3
19643372	21919199	3
18542300	22434268	1
7132186	18269744	1
182553	526736	0
202150	234582	0
93208	606859	0
6697724	18539085	2
792644	18034360	2
10926272	17097179	3
551003	948002	0
8300620	18935118	2
5663844	10337387	3
10731	725500	0
311166	739814	0
1158840	12226563	3
10840001	10840002	1
13748907	17921696	3
3731077	22135200	2
2532321	7132185	0
12115248	19810820	2
531798	868888	1
281379	16737344	2
2520215	15953416	3
130757	536222	0
14717089	15767021	3
280464	998763	3
492619	569269	0
5557048	11322573	3
745911	821503	0
16850376	20212516	3
662161	2641959	1
4798330	4798332	1
250595	18623183	1
21393871	22186637	2
6814854	18269745	1
2687278	13757855	3
175699	175700	1
8815137	11514180	2
16944401	23029916	3
5977241	10366467	3
2461169	15571541	1
202151	299389	0
4623012	19096138	2
217484	885948	0
314560	631361	0
461150	789018	0
338138	960757	2
6214338	9209383	3
716032	9449064	3
1102939	7422454	3
948486	16466520	1
86484	93763	0
8809710	19034719	3
745910	911773	0
5035872	14058408	2
7232010	8088229	3
948486	16353456	3
6596328	23004976	2
2232618	15607448	3
6381991	13748907	3
5444168	23677118	3
4192187	11517213	3
1132175	2775424	2
7386971	17856104	2
6037299	21715891	3
191352	341064	2
234104	5759961	2
419990	494838	2
9477770	9639113	2
1421557	2711645	1
12039034	18873051	2
19886621	23494305	2
8793826	16458721	3
4471001	9088422	1
250595	4518934	1
10348730	12539808	2
942693	5313536	3
16224017	21870537	1
8612648	16388707	1
370547	911774	0
694023	821502	0
151814	492571	0
7512156	11075647	3
21415	144362	0
1215899	21570957	2
2402	157778	0
8612647	19142737	1
111978	936424	0
8490710	19310447	2
636711	768490	0
9223155	17662458	2
4857096	6189133	2
10076077	10565544	2
77645	909317	1
7019244	8273323	0
8335460	16981231	2
552002	6391025	2
483411	1142778	2
4303376	10893111	2
6244937	19912847	1
8961871	9096319	2
333433	643933	0
9604063	17454682	3
92425	761427	0
7422454	10840966	3
45591	605829	0
1820410	12716055	2
11481721	19926879	3
9905886	10264652	2
9186582	20924119	2
9525318	22135199	3
3000477	20825937	2
11163692	17136338	2
4623012	8612648	1
4224228	22810500	1
460892	15515642	3
76427	841792	0
367770	831650	1
2711644	13028547	1
16388708	21488868	1
2275768	2549814	2
11958349	17792212	3
7132185	22246375	1
